position,name,title,description,semantic_type,semantic_type_basis,source_kind,section,codebook_pages,special_values,blank_meaning,temporal_role,leakage_risk,leakage_reason,competition_use,staff_question,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_top_values,test_top_values,train_min,train_max,exact_duplicate_of
188,PSATEST1,Ever Had PSA Test,Have you EVER HAD a PSA test?,categorical,A small set of documented response categories,optional_module,17.4,[86],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9851798802322215,0.9845948491026614,0.0005850311295600985,5,"[{""value"": ""<MISSING>"", ""count"": 323272, ""fraction"": 0.9851798802322215}, {""value"": ""1"", ""count"": 2641, ""fraction"": 0.008048516616636445}, {""value"": ""2"", ""count"": 2009, ""fraction"": 0.00612248007679766}, {""value"": ""7"", ""count"": 193, ""fraction"": 0.0005881725509317811}, {""value"": ""9"", ""count"": 20, ""fraction"": 6.09505234126198e-05}]","[{""value"": ""<MISSING>"", ""count"": 107694, ""fraction"": 0.9845948491026614}, {""value"": ""1.0"", ""count"": 960, ""fraction"": 0.008776821876228526}, {""value"": ""2.0"", ""count"": 647, ""fraction"": 0.005915212243666517}, {""value"": ""7.0"", ""count"": 69, ""fraction"": 0.0006308340723539253}, {""value"": ""9.0"", ""count"": 9, ""fraction"": 8.228270508964243e-05}]",1.0,9.0,
189,PSATIME,Time Since Last PSA Test,How long has it been since you had your last PSA test?,ordinal,Documented categories follow a meaningful order,optional_module,17.5,[87],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9919545309095342,0.9912231781237715,0.0007313527857627511,8,"[{""value"": ""<MISSING>"", ""count"": 325495, ""fraction"": 0.9919545309095342}, {""value"": ""1"", ""count"": 1679, ""fraction"": 0.005116796440489433}, {""value"": ""2"", ""count"": 367, ""fraction"": 0.0011184421046215734}, {""value"": ""5"", ""count"": 214, ""fraction"": 0.0006521706005150319}, {""value"": ""3"", ""count"": 168, ""fraction"": 0.0005119843966660064}, {""value"": ""4"", ""count"": 150, ""fraction"": 0.00045712892559464857}, {""value"": ""7"", ""count"": 59, ""fraction"": 0.00017980404406722842}, {""value"": ""9"", ""count"": 3, ""fraction"": 9.14257851189297e-06}]","[{""value"": ""<MISSING>"", ""count"": 108419, ""fraction"": 0.9912231781237715}, {""value"": ""1.0"", ""count"": 591, ""fraction"": 0.005403230967553186}, {""value"": ""2.0"", ""count"": 151, ""fraction"": 0.0013805209409484453}, {""value"": ""5.0"", ""count"": 77, ""fraction"": 0.0007039742546558297}, {""value"": ""3.0"", ""count"": 70, ""fraction"": 0.0006399765951416634}, {""value"": ""4.0"", ""count"": 54, ""fraction"": 0.0004936962305378546}, {""value"": ""7.0"", ""count"": 15, ""fraction"": 0.00013713784181607072}, {""value"": ""9.0"", ""count"": 2, ""fraction"": 1.8285045575476097e-05}]",1.0,9.0,
190,PCPSARS1,What was the MAIN reason you had this PSA test?,What was the MAIN reason you had this PSA test – was it …?,categorical,A small set of documented response categories,optional_module,17.6,[87],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.991963673488046,0.9912231781237715,0.0007404953642745626,8,"[{""value"": ""<MISSING>"", ""count"": 325498, ""fraction"": 0.991963673488046}, {""value"": ""1"", ""count"": 1958, ""fraction"": 0.005967056242095479}, {""value"": ""5"", ""count"": 223, ""fraction"": 0.0006795983360507108}, {""value"": ""2"", ""count"": 188, ""fraction"": 0.0005729349200786261}, {""value"": ""3"", ""count"": 128, ""fraction"": 0.00039008334984076676}, {""value"": ""4"", ""count"": 121, ""fraction"": 0.0003687506666463498}, {""value"": ""7"", ""count"": 14, ""fraction"": 4.266536638883386e-05}, {""value"": ""9"", ""count"": 5, ""fraction"": 1.523763085315495e-05}]","[{""value"": ""<MISSING>"", ""count"": 108419, ""fraction"": 0.9912231781237715}, {""value"": ""1.0"", ""count"": 708, ""fraction"": 0.0064729061337185385}, {""value"": ""5.0"", ""count"": 89, ""fraction"": 0.0008136845281086863}, {""value"": ""2.0"", ""count"": 65, ""fraction"": 0.0005942639812029732}, {""value"": ""3.0"", ""count"": 47, ""fraction"": 0.0004296985710236883}, {""value"": ""4.0"", ""count"": 44, ""fraction"": 0.0004022710026604741}, {""value"": ""7.0"", ""count"": 6, ""fraction"": 5.485513672642829e-05}, {""value"": ""9.0"", ""count"": 1, ""fraction"": 9.142522787738048e-06}]",1.0,9.0,
191,PCPSADE1,Why was PSA test done?,Which of the following best describes the decision to have the PSA test done?,categorical,A small set of documented response categories,optional_module,18.1,[88],"[{""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9981836744023039,0.9981257828285137,5.7891573790214146e-05,6,"[{""value"": ""<MISSING>"", ""count"": 327539, ""fraction"": 0.9981836744023039}, {""value"": ""2"", ""count"": 201, ""fraction"": 0.000612552760296829}, {""value"": ""3"", ""count"": 175, ""fraction"": 0.0005333170798604233}, {""value"": ""1"", ""count"": 149, ""fraction"": 0.0004540813994240176}, {""value"": ""4"", ""count"": 67, ""fraction"": 0.00020418425343227635}, {""value"": ""9"", ""count"": 4, ""fraction"": 1.2190104682523961e-05}]","[{""value"": ""<MISSING>"", ""count"": 109174, ""fraction"": 0.9981257828285137}, {""value"": ""3.0"", ""count"": 68, ""fraction"": 0.0006216915495661873}, {""value"": ""2.0"", ""count"": 65, ""fraction"": 0.0005942639812029732}, {""value"": ""1.0"", ""count"": 52, ""fraction"": 0.0004754111849623785}, {""value"": ""4.0"", ""count"": 17, ""fraction"": 0.00015542288739154683}, {""value"": ""9.0"", ""count"": 3, ""fraction"": 2.7427568363214145e-05}]",1.0,9.0,
192,PCDMDECN,Who made the decision with you to have PSA test?,Who made the decision with you? (Mark all that apply),categorical,A small set of documented response categories,optional_module,18.2,[88],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9994544928154571,0.9993508808820706,0.00010361193338648267,9,"[{""value"": ""<MISSING>"", ""count"": 327956, ""fraction"": 0.9994544928154571}, {""value"": ""1"", ""count"": 143, ""fraction"": 0.00043579624240023163}, {""value"": ""2"", ""count"": 20, ""fraction"": 6.09505234126198e-05}, {""value"": ""4"", ""count"": 5, ""fraction"": 1.523763085315495e-05}, {""value"": ""12"", ""count"": 3, ""fraction"": 9.14257851189297e-06}, {""value"": ""9"", ""count"": 3, ""fraction"": 9.14257851189297e-06}, {""value"": ""21"", ""count"": 2, ""fraction"": 6.095052341261981e-06}, {""value"": ""3"", ""count"": 2, ""fraction"": 6.095052341261981e-06}, {""value"": ""7"", ""count"": 1, ""fraction"": 3.0475261706309903e-06}]","[{""value"": ""<MISSING>"", ""count"": 109308, ""fraction"": 0.9993508808820706}, {""value"": ""1.0"", ""count"": 62, ""fraction"": 0.000566836412839759}, {""value"": ""12.0"", ""count"": 4, ""fraction"": 3.6570091150952194e-05}, {""value"": ""14.0"", ""count"": 1, ""fraction"": 9.142522787738048e-06}, {""value"": ""7.0"", ""count"": 1, ""fraction"": 9.142522787738048e-06}, {""value"": ""13.0"", ""count"": 1, ""fraction"": 9.142522787738048e-06}, {""value"": ""2.0"", ""count"": 1, ""fraction"": 9.142522787738048e-06}, {""value"": ""9.0"", ""count"": 1, ""fraction"": 9.142522787738048e-06}]",1.0,21.0,
193,SCNTMNY1,Times Past 12 Months Worried/Stressed About Having Enough Money To Pay Your Rent/Mortgage?,How often in the past 12 months would you say you were worried or stressed about having enough money to pay your rent/mortgage? Would you say,ordinal,The documented responses have a natural order,optional_module,20.1,[89],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.842680604019687,0.8427760356192687,9.543159958169678e-05,9,"[{""value"": ""<MISSING>"", ""count"": 276513, ""fraction"": 0.842680604019687}, {""value"": ""5"", ""count"": 27999, ""fraction"": 0.0853276852514971}, {""value"": ""4"", ""count"": 8307, ""fraction"": 0.025315799899431637}, {""value"": ""3"", ""count"": 7783, ""fraction"": 0.023718896186020997}, {""value"": ""1"", ""count"": 4460, ""fraction"": 0.013591966721014218}, {""value"": ""2"", ""count"": 2132, ""fraction"": 0.006497325795785271}, {""value"": ""8"", ""count"": 753, ""fraction"": 0.002294787206485136}, {""value"": ""9"", ""count"": 103, ""fraction"": 0.000313895195574992}, {""value"": ""7"", ""count"": 85, ""fraction"": 0.0002590397245036342}]","[{""value"": ""<MISSING>"", ""count"": 92182, ""fraction"": 0.8427760356192687}, {""value"": ""5.0"", ""count"": 9233, ""fraction"": 0.0844129128991854}, {""value"": ""4.0"", ""count"": 2840, ""fraction"": 0.025964764717176056}, {""value"": ""3.0"", ""count"": 2577, ""fraction"": 0.023560281224000952}, {""value"": ""1.0"", ""count"": 1525, ""fraction"": 0.013942347251300525}, {""value"": ""2.0"", ""count"": 685, ""fraction"": 0.006262628109600563}, {""value"": ""8.0"", ""count"": 275, ""fraction"": 0.0025141937666279634}, {""value"": ""9.0"", ""count"": 33, ""fraction"": 0.0003017032519953556}, {""value"": ""7.0"", ""count"": 29, ""fraction"": 0.0002651331608444034}]",1.0,9.0,
194,SCNTMEL1,Times Past 12 Months Worried/Stressed About Having Enough Money To Buy Nutritious Meals?,How often in the past 12 months would you say you were worried or stressed about having enough money to buy nutritious meals? Would you say,ordinal,The documented responses have a natural order,optional_module,20.2,[89],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.8339311563838054,0.8343009169950356,0.00036976061123017434,9,"[{""value"": ""<MISSING>"", ""count"": 273642, ""fraction"": 0.8339311563838054}, {""value"": ""5"", ""count"": 36287, ""fraction"": 0.11058558215368675}, {""value"": ""4"", ""count"": 6632, ""fraction"": 0.02021119356362473}, {""value"": ""3"", ""count"": 6547, ""fraction"": 0.019952153839121092}, {""value"": ""1"", ""count"": 3007, ""fraction"": 0.009163911195087387}, {""value"": ""2"", ""count"": 1790, ""fraction"": 0.005455071845429473}, {""value"": ""9"", ""count"": 93, ""fraction"": 0.0002834199338686821}, {""value"": ""7"", ""count"": 87, ""fraction"": 0.0002651347768448962}, {""value"": ""8"", ""count"": 50, ""fraction"": 0.0001523763085315495}]","[{""value"": ""<MISSING>"", ""count"": 91255, ""fraction"": 0.8343009169950356}, {""value"": ""5.0"", ""count"": 12125, ""fraction"": 0.11085308880132384}, {""value"": ""4.0"", ""count"": 2149, ""fraction"": 0.019647281470849067}, {""value"": ""3.0"", ""count"": 2132, ""fraction"": 0.01949185858345752}, {""value"": ""1.0"", ""count"": 1031, ""fraction"": 0.009425940994157929}, {""value"": ""2.0"", ""count"": 603, ""fraction"": 0.005512941241006044}, {""value"": ""9.0"", ""count"": 30, ""fraction"": 0.00027427568363214144}, {""value"": ""7.0"", ""count"": 28, ""fraction"": 0.00025599063805666533}, {""value"": ""8.0"", ""count"": 26, ""fraction"": 0.00023770559248118925}]",1.0,9.0,
195,SCNTPAID,How Are You Generally Paid For The Work You Do,"At your main job or business, how are you generally paid for the work you do. Are you:",categorical,A small set of documented response categories,optional_module,20.3,[90],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9208435552440306,0.9211823110469103,0.00033875580287967555,7,"[{""value"": ""<MISSING>"", ""count"": 302161, ""fraction"": 0.9208435552440306}, {""value"": ""2"", ""count"": 12240, ""fraction"": 0.03730172032852332}, {""value"": ""1"", ""count"": 9737, ""fraction"": 0.029673762323433953}, {""value"": ""3"", ""count"": 2223, ""fraction"": 0.006774650677312691}, {""value"": ""4"", ""count"": 1457, ""fraction"": 0.004440245630609353}, {""value"": ""9"", ""count"": 182, ""fraction"": 0.0005546497630548403}, {""value"": ""7"", ""count"": 135, ""fraction"": 0.0004114160330351837}]","[{""value"": ""<MISSING>"", ""count"": 100758, ""fraction"": 0.9211823110469103}, {""value"": ""2.0"", ""count"": 4027, ""fraction"": 0.03681693926622112}, {""value"": ""1.0"", ""count"": 3229, ""fraction"": 0.029521206081606157}, {""value"": ""3.0"", ""count"": 767, ""fraction"": 0.0070123149781950835}, {""value"": ""4.0"", ""count"": 501, ""fraction"": 0.004580403916656762}, {""value"": ""9.0"", ""count"": 64, ""fraction"": 0.0005851214584152351}, {""value"": ""7.0"", ""count"": 33, ""fraction"": 0.0003017032519953556}]",1.0,9.0,
196,SCNTWRK1,How Many Hours Per Week Do You Work,About how many hours do you work per week on all of your jobs and businesses combined?,count,"The variable records a number, duration, or frequency",optional_module,20.4,[90],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9208770780319075,0.9212645937519999,0.00038751572009232405,94,"[{""value"": ""<MISSING>"", ""count"": 302172, ""fraction"": 0.9208770780319075}, {""value"": ""40"", ""count"": 8267, ""fraction"": 0.025193898852606398}, {""value"": ""50"", ""count"": 3343, ""fraction"": 0.0101878799884194}, {""value"": ""45"", ""count"": 1895, ""fraction"": 0.005775062093345726}, {""value"": ""60"", ""count"": 1801, ""fraction"": 0.005488594633306414}, {""value"": ""30"", ""count"": 1234, ""fraction"": 0.003760647294558642}, {""value"": ""20"", ""count"": 918, ""fraction"": 0.0027976290246392492}, {""value"": ""35"", ""count"": 813, ""fraction"": 0.0024776387767229953}, {""value"": ""55"", ""count"": 744, ""fraction"": 0.002267359470949457}, {""value"": ""25"", ""count"": 516, ""fraction"": 0.001572523504045591}]","[{""value"": ""<MISSING>"", ""count"": 100767, ""fraction"": 0.9212645937519999}, {""value"": ""40.0"", ""count"": 2728, ""fraction"": 0.024940802164949396}, {""value"": ""50.0"", ""count"": 1132, ""fraction"": 0.01034933579571947}, {""value"": ""60.0"", ""count"": 618, ""fraction"": 0.005650079082822114}, {""value"": ""45.0"", ""count"": 599, ""fraction"": 0.005476371149855091}, {""value"": ""30.0"", ""count"": 409, ""fraction"": 0.003739291820184862}, {""value"": ""20.0"", ""count"": 295, ""fraction"": 0.0026970442223827242}, {""value"": ""55.0"", ""count"": 266, ""fraction"": 0.002431911061538321}, {""value"": ""35.0"", ""count"": 238, ""fraction"": 0.0021759204234816556}, {""value"": ""25.0"", ""count"": 182, ""fraction"": 0.001663939147368325}]",1.0,99.0,
197,SCNTLPAD,How Were You Generally Paid For The Work You Did,"Thinking about the last time you worked, at your main job or business, how were you generally paid for the work you do? Were you:",categorical,A small set of documented response categories,optional_module,20.5,[91],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9422189038048364,0.9416889896598067,0.0005299141450296752,7,"[{""value"": ""<MISSING>"", ""count"": 309175, ""fraction"": 0.9422189038048364}, {""value"": ""1"", ""count"": 8373, ""fraction"": 0.02551693662669328}, {""value"": ""2"", ""count"": 8030, ""fraction"": 0.024471635150166853}, {""value"": ""3"", ""count"": 1038, ""fraction"": 0.0031633321651149677}, {""value"": ""4"", ""count"": 998, ""fraction"": 0.0030414311182897285}, {""value"": ""7"", ""count"": 397, ""fraction"": 0.0012098678897405032}, {""value"": ""9"", ""count"": 124, ""fraction"": 0.0003778932451582428}]","[{""value"": ""<MISSING>"", ""count"": 103001, ""fraction"": 0.9416889896598067}, {""value"": ""1.0"", ""count"": 2830, ""fraction"": 0.025873339489298677}, {""value"": ""2.0"", ""count"": 2653, ""fraction"": 0.024255112955869042}, {""value"": ""4.0"", ""count"": 354, ""fraction"": 0.0032364530668592692}, {""value"": ""3.0"", ""count"": 349, ""fraction"": 0.0031907404529205787}, {""value"": ""7.0"", ""count"": 148, ""fraction"": 0.0013530933725852312}, {""value"": ""9.0"", ""count"": 44, ""fraction"": 0.0004022710026604741}]",1.0,9.0,
198,SCNTLWK1,How Many Hours Per Week Did You Work,"Thinking about the last time you worked, about how many hours did you work per week at all of your jobs and businesses combined?",count,"The variable records a number, duration, or frequency",optional_module,20.6,[91],"[{""code"": ""97"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""99"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.9134776844896155,0.9135848746102999,0.00010719012068438616,93,"[{""value"": ""<MISSING>"", ""count"": 299744, ""fraction"": 0.9134776844896155}, {""value"": ""40"", ""count"": 11515, ""fraction"": 0.035092263854815856}, {""value"": ""50"", ""count"": 2325, ""fraction"": 0.007085498346717053}, {""value"": ""97"", ""count"": 1920, ""fraction"": 0.005851250247611501}, {""value"": ""60"", ""count"": 1591, ""fraction"": 0.004848614137473906}, {""value"": ""98"", ""count"": 1441, ""fraction"": 0.004391485211879257}, {""value"": ""30"", ""count"": 1152, ""fraction"": 0.003510750148566901}, {""value"": ""45"", ""count"": 1115, ""fraction"": 0.0033979916802535544}, {""value"": ""20"", ""count"": 1061, ""fraction"": 0.0032334252670394806}, {""value"": ""35"", ""count"": 598, ""fraction"": 0.0018224206500373323}]","[{""value"": ""<MISSING>"", ""count"": 99927, ""fraction"": 0.9135848746102999}, {""value"": ""40.0"", ""count"": 3935, ""fraction"": 0.035975827169749224}, {""value"": ""50.0"", ""count"": 724, ""fraction"": 0.006619186498322347}, {""value"": ""97.0"", ""count"": 584, ""fraction"": 0.00533923330803902}, {""value"": ""60.0"", ""count"": 536, ""fraction"": 0.004900392214227594}, {""value"": ""98.0"", ""count"": 455, ""fraction"": 0.004159847868420812}, {""value"": ""30.0"", ""count"": 369, ""fraction"": 0.00337359090867534}, {""value"": ""45.0"", ""count"": 335, ""fraction"": 0.003062745133892246}, {""value"": ""20.0"", ""count"": 334, ""fraction"": 0.003053602611104508}, {""value"": ""35.0"", ""count"": 224, ""fraction"": 0.0020479251044533226}]",1.0,99.0,
